"","Healthy_1W","Healthy_3W","Healthy_5W","Diabetic_1W","Diabetic_3W","Diabetic_5W","Trained_diabetic_1W","Trained_diabetic_3W","Trained_diabetic_5W","Trained_1W","Trained_3W","Trained_5W"
"95593_at",7.91371901862964,8.02417672812216,8.17360696018612,7.45357132998287,7.53458851544869,7.70627621757242,7.71582220493067,7.77862591852923,7.64900117097951,7.92879766207271,8.04131298422994,7.99866853591438
"100982_at",7.38373908534704,7.56418895247019,7.83395856447936,7.72392850314581,7.5786999239679,8.17041692263444,7.41820345058406,7.75384652494166,7.7333213520653,7.39008834292937,7.34438239506023,7.75927792542537
"93627_at",9.19140079524241,9.21452828211142,9.32530823747678,8.82910574609909,8.75245153081836,9.28008038066494,8.83784629072372,8.76758670846185,8.93231761725507,9.08130109409343,9.083641111259,9.30808257568991
"99159_at",8.55723954217983,8.68746846105967,8.64979868405296,8.14668148724398,8.09824907415567,8.0589278851589,8.44263091244322,8.39303392492036,8.29908419318123,8.72579947281893,8.90510140063077,8.80605504020549
"93424_at",7.94942827564075,8.25277589639452,8.55804141509046,8.62148760761061,8.56820624180543,8.95933297399577,8.2386815245706,8.43779954826132,8.68311471720275,8.13646581722679,8.03737086351451,8.2649675250752
"104464_s_at",5.39281002446248,5.24028259929059,5.38970930925466,4.72610978385364,4.90084378022378,5.08270202361498,4.92620174298404,4.83368281768087,5.12612237067642,4.89961109693374,5.2265036813097,5.21795315721654
"161621_r_at",6.98257890140227,6.78059020493864,6.43167200232025,6.70290038681093,6.79409626389955,6.33325150172452,6.94035404167146,6.72631010768977,6.45096910344577,6.91653525692038,6.66691597635789,6.53967761642985
"99166_at",9.54313858646318,9.69272764284976,10.1920719114326,9.64438652718459,9.56741793290057,10.0591504870827,9.67409134165556,9.58485263431289,10.017026652501,9.72738213927896,9.76690565916179,9.96976929558627
"103418_at",4.70926047535351,4.66264293536639,5.25746228522962,5.04878953932384,4.96512090040462,5.76898238529933,4.68874737138005,4.84313295273007,5.19253996166748,4.59538165605427,4.61972114144539,4.81940032201193
"104066_at",8.9707532086727,8.9601840340153,9.08246172141397,8.34313407726325,8.52007775506839,8.35435190092941,8.55467940483279,8.48405916821643,8.62925544773609,8.87487289287261,9.08017170218266,9.08068257148785
"161885_f_at",5.19467664791739,4.95340109940449,4.57959923217633,4.96384517755552,4.87577915130993,4.49011268424149,5.04782021558514,4.91379507780706,4.48903774318902,4.87956896996543,4.98865714156411,4.6826972048022
"96295_at",5.13235669698754,5.0023690729994,5.0029176431693,5.76226000377066,5.64472128228019,5.52141223090486,5.50699391977525,5.22944519730275,5.68042488880695,5.20113455854166,5.04937862739249,4.99192667438837
"100944_at",6.44465393677766,6.44903342084032,6.60380291264899,7.14611904508185,6.12803569005035,6.82379080380148,6.78897166089482,6.36668258771284,6.53838520429177,6.5055911936098,6.27388502463523,6.70359658566555
"96628_at",7.59318215735694,8.11186386821351,8.50929265847694,8.89085421737537,8.62387386816049,8.96270809081009,8.31309823145775,8.45573564668921,8.66191554178059,7.79947067751178,7.79153953594231,8.22981257187714
"95049_at",9.57974261284742,9.66355075988826,10.2550736193241,9.78730014950546,9.66164092320637,10.5267947487363,9.4492565606146,9.38648882386687,10.1047685352734,9.56887813052692,9.58700979487681,10.0451426233643
"96082_at",9.27720027388382,9.46212484737581,10.2056297797934,9.57338350374174,9.48966680120554,10.2801994093158,9.58321307221465,9.5286468586013,10.1876899996923,9.48340137147731,9.51175770467097,9.98577965929811
"102048_at",6.35895794685395,6.6296957615491,5.33894615491078,7.13159927454552,7.6725842821624,6.89745009503173,6.64184251775903,6.07459026267993,6.8542358140981,7.07097899794713,5.16755021889494,4.64052407401072
"97347_at",8.61723938911277,8.59038285689082,8.48533947470549,8.00321281000293,8.20081206247895,8.14667556180928,8.20903556366932,8.37663451095578,8.3788004280452,8.39513987244809,8.6011715775345,8.66965113777813
"99337_at",5.72377010366906,5.96475921181376,5.54575403306131,5.76879913298614,5.78977224178189,5.53899745744575,5.89044038863692,5.7399916747935,5.42815536860712,5.89584645700838,5.86938798071492,5.59124560821461
"98887_at",9.0659823643448,9.42365281126983,9.41378428428246,10.0632245235302,9.77745986033231,9.67727548920177,9.69425440642263,9.84067687739055,9.74955991760968,9.53393832541608,9.49675533811229,9.39547800616258
"94818_at",7.59148122779009,7.78541797159755,8.13799200218145,7.97515814099514,7.76982444145266,8.32495937231515,7.7162206217071,7.99634874060162,8.07533456476435,7.8542028785503,7.54138607969531,7.97530315258043
"94469_at",8.65540312198946,9.00342078896916,9.43827225809694,8.61618725756753,8.7557025088194,9.56337364608823,8.57940084055796,8.79106523527352,9.05660181771243,8.81603115448661,8.72699375936154,9.19531586453873
"96610_at",7.66587082646637,7.7543588312124,7.84400279686072,7.90762320357597,7.96592462385992,8.09847853912234,7.61627568260527,7.80985533019378,8.05880645348791,7.58798110604487,7.49973923751529,7.69910763505106
"160203_at",7.91516744262119,7.91867535410129,8.16841176061126,7.8243339307584,8.18022825810679,8.18313608056929,7.93484815809343,8.12243089174587,8.25646823743563,7.72881512692065,7.88659995800877,7.97615942305271
"102368_at",5.79386154747217,5.71004565910876,5.9365517362878,5.26665342591695,5.4824377977469,5.73828605579937,5.45382935585928,5.43178735335154,5.64885095906578,5.83863346087122,5.56115595147793,5.8327450934999
